district_id,eigen,rank
464,0.00986685904837349,38
465,0.00866334770353257,59
466,0.00356979987215189,109
467,0.00620581926254974,85
468,0.01115570972992694,21
469,0.01034768637841169,26
470,0.00750926990963628,74
471,0.00595867092267394,89
472,0.00348841093288654,111
473,0.00736523763536605,78
474,0.00899954703800341,56
475,0.00785303710404972,69
477,0.01239801957371845,15
478,0.0111814913008405,20
479,0.0130312905090956,11
480,0.00741911943037387,76
481,0.00609634560065284,88
482,0.00748086672654204,75
484,0.00518121895275276,96
485,0.01000768062114983,34
486,0.00933597656299604,48
487,0.00766324822218098,72
488,0.00550273327058306,94
489,0.00938525939732888,45
490,0.00241612168439328,115
491,0.02015877365141793,2
492,0.01010450292915783,31
493,0.00816906774287023,65
494,0.00496738738130682,97
497,0.0090588159520573,54
498,0.00404156033685777,104
499,0.00351704394568026,110
500,0.00864483513395514,60
501,0.00799453697612104,67
504,0.00927467514883305,49
505,0.01407568173240287,8
506,0.0047663025977194,99
507,0.01126799052813456,19
508,0.01331950599851013,10
511,0.01465516333158473,7
512,0.00821495788767837,62
513,0.01289862855409854,12
514,0.00463799833571527,101
516,0.01095321194043895,23
517,0.0078209385846197,70
518,0.00879382388089413,58
519,0.01757373865468221,3
520,0.01082601244995655,24
521,0.00427742731209203,102
522,0.00281266967040957,113
523,0.00992561631619146,36
524,0.01583196866116787,5
525,0.01250696265912267,13
526,0.00907376375978319,52
527,0.01185381815515993,17
529,0.01013634572377989,30
530,0.0153499762803892,6
532,0.01099629291097994,22
533,0.00911280940422347,51
534,0.00933821352124776,47
535,0.01024637808801565,28
537,0.00948612865855746,44
538,0.01249295331258459,14
540,0.00399935096819073,105
541,0.00977953723203976,40
542,0.00388885541220976,106
543,0.00935465279811035,46
544,0.00997774472453817,35
545,0.00278350067687967,114
546,0.00363908475594813,108
547,0.00652300431786946,83
548,0.01015715036321341,29
549,0.00948651262077543,43
550,0.00371247150835944,107
551,0.01232172955477938,16
552,0.00990532133366459,37
553,0.00589196933925758,90
554,0.0022128950432773,116
555,0.0090709897750086,53
556,0.00638446453032847,84
557,0.00904468012519886,55
558,0.00914501664673899,50
559,0.00560112903565842,93
560,0.00484759800747573,98
561,0.00764426640160333,73
562,0.01657635373631494,4
563,0.00562427500114656,92
564,0.00730133562560194,79
565,0.00980161874455969,39
566,0.00724595409623196,80
567,0.01358756965963238,9
568,0.01002075946288341,33
569,0.00853466023120906,61
570,0.00284557621191906,112
571,0.00819532545946153,63
572,0.0106993313238046,25
573,0.00615760553013812,86
574,0.00686291517014305,81
575,0.00796780409643811,68
576,0.00768278139024566,71
577,0.00812709011038648,66
578,0.00684638961966263,82
579,0.00467550414494656,100
