district_id,eigen,rank
3334,1.1427987652094e-4,3511
3335,2.6994934987357e-4,1079
3336,2.4903973825428e-4,1320
3337,2.2242698572705e-4,1695
3338,2.0032476543852e-4,2120
3339,1.0464058090918e-4,3671
3340,3.4130878210944e-4,553
3341,2.1655357142143e-4,1783
3342,1.5953757261919e-4,2776
3344,4.305444298611231e-5,4555
3345,2.1815567710344e-4,1767
3346,1.3194939414686e-4,3228
3347,2.7975741502783e-4,980
3348,1.8777984978449e-4,2312
3349,2.4927019131202e-4,1313
3350,2.7522390202805e-4,1033
3351,8.800794202996369e-5,3952
3352,2.1630200281042e-4,1785
3353,2.2041948002882e-4,1725
3354,3.6122885786162e-4,470
3355,1.4561022679958e-4,3005
3356,8.843324769837585e-5,3943
3357,2.868268419808e-4,909
3358,2.6161176364296e-4,1162
3359,2.1630200281042e-4,1785
3360,1.4791209958247e-4,2960
3361,1.0506856365274e-4,3667
3362,1.3145599540962e-4,3234
3363,6.2386279859244e-4,55
3364,1.4549517834655e-4,3006
3365,3.0074691485171e-4,812
3366,1.5279274156584e-4,2892
3367,1.6730690314139e-4,2655
3368,0.00030337912163545003,790
3369,3.244784466537355e-5,4629
3370,1.0348245070567e-4,3698
3371,9.4997215488611e-4,4
3372,2.5592688258504e-4,1226
3373,1.2973382276371e-4,3256
3374,3.4417075792247e-4,529
3375,1.2694495896586e-4,3305
3376,1.7344830833333e-4,2544
3377,1.7110502464168e-4,2587
3378,2.928652070575e-4,871
3379,2.4619284750793e-4,1356
3380,1.1173484549339e-4,3552
3381,5.193466817845284e-5,4477
3382,1.1670729368224e-4,3474
3384,4.253177007475739e-5,4565
3385,1.5882341855141e-4,2786
3386,3.8225375659262e-4,390
3387,2.1630200281042e-4,1785
3388,2.6943990261134e-4,1086
3389,3.244784466537355e-5,4629
3390,1.2871972261494e-4,3277
3391,2.1432322003023e-4,1906
3392,1.5474023516706e-4,2857
3393,1.6248730418537e-4,2722
3394,2.1475535329532e-4,1900
3395,2.1860394396121e-4,1760
3396,3.244784466537355e-5,4629
3397,4.305589578976691e-5,4554
3398,3.9439990232127e-4,351
3399,1.2063675380173e-4,3406
3400,2.1630200281042e-4,1785
3401,2.6733296799971e-4,1102
3402,1.8503548303938e-4,2365
3403,1.0156408804556e-4,3724
3404,2.3001964611003e-4,1590
3405,1.5734558344069e-4,2816
3406,2.8978427282376e-4,892
3409,2.4725872656299e-4,1340
3410,3.1164432997307e-4,739
3411,2.1630200281042e-4,1785
3412,2.0636911464729e-4,2028
3413,2.2177691034301e-4,1705
3416,1.6611271373395e-4,2670
3417,2.3869781745581e-4,1469
3419,3.244784466537355e-5,4629
3420,3.3093014507142e-4,605
3421,2.1444815762914e-4,1903
3422,1.2227298044802e-4,3382
3424,7.240566901607227e-5,4208
3425,2.0358384308255e-4,2061
3426,6.0028777588796285e-5,4376
3427,2.5179451329878e-4,1278
3428,2.7605956495022e-4,1024
3429,4.6029766042164e-4,197
3430,1.7864699310063e-4,2462
3431,1.5998796204687e-4,2765
3432,6.182795382236858e-5,4359
3433,3.6223886373401e-4,467
3434,7.087619689457729e-5,4226
3435,3.360511916169469e-5,4627
3436,7.531242773335206e-5,4150
3437,3.1221376108782e-4,734
3439,3.244784466537355e-5,4629
3440,7.458077782047481e-5,4166
3441,2.1858622442642e-4,1761
3443,2.2014610127252e-4,1732
3444,2.5701077620998e-4,1210
3445,3.1137010902249e-4,741
3446,9.549419440078752e-5,3832
3447,3.244784466537355e-5,4629
3448,1.6080750833827e-4,2757
3449,2.2962486245949e-4,1594
3451,1.4743260015906e-4,2971
3452,1.6809929354098e-4,2642
3453,4.791321362800648e-5,4516
3454,8.458025444797385e-5,4023
3456,2.3349949559902e-4,1538
3457,1.5366637171844e-4,2873
3458,1.3987918290902e-4,3105
3459,1.7238648831138e-4,2567
3460,1.0413010593336e-4,3681
3461,3.5100552898765e-4,502
3462,2.1492061888549e-4,1899
3463,5.319525317067569e-5,4462
3464,1.055208975592e-4,3660
3465,2.4920135800333e-4,1315
3466,2.4786412569941e-4,1334
3467,3.1548241045516e-4,712
3468,4.6243988861327e-4,188
3469,8.1029642479732e-4,13
3470,7.317246920243272e-5,4194
3471,5.198433881946465e-5,4475
3472,4.285580642941867e-5,4559
3473,1.0701466606218e-4,3632
3474,1.9288936075065e-4,2236
3475,2.0170154198308e-4,2096
3476,2.4845553782734e-4,1328
3477,2.7952087696404e-4,984
3478,6.0028777588796285e-5,4376
3479,4.942072646440293e-5,4503
3481,2.7538131117568e-4,1030
3482,7.445592639783116e-5,4171
3483,1.519949327766e-4,2910
3486,2.1630200281042e-4,1785
3487,1.5577235673092e-4,2839
3489,2.1630200281042e-4,1785
3490,3.3020942346676e-4,610
3491,1.6905637036905e-4,2625
3492,2.1630200281042e-4,1785
3493,1.7019932794068e-4,2602
3494,2.1630200281042e-4,1785
3495,2.1630200281042e-4,1785
3496,4.2201873639902e-4,256
3498,2.4845553782734e-4,1328
3499,2.1630200281042e-4,1785
3502,2.5827653574393e-4,1196
3503,1.8678510457321e-4,2329
3505,2.1630200281042e-4,1785
3507,5.643727127436967e-5,4416
3508,5.643727127436967e-5,4416
3509,2.769363483896e-4,1010
3511,2.7072492681833e-4,1072
3512,1.8641111401592e-4,2338
3513,3.9913216094073e-4,333
3514,2.1630200281042e-4,1785
3516,2.1630200281042e-4,1785
3517,1.4142490712788e-4,3082
3518,1.5216796186971e-4,2906
3519,2.1630200281042e-4,1785
3520,2.1630200281042e-4,1785
3521,7.45302660859808e-5,4168
3522,2.1630200281042e-4,1785
3523,2.6678604306132e-4,1109
3525,4.0015616095548e-4,326
3527,4.2225745480578e-4,255
3528,4.5076998456045e-4,214
3529,5.927128742243132e-5,4385
3530,3.244784466537355e-5,4629
3531,2.7430786355959e-4,1042
3532,2.4207851867002e-4,1427
3533,2.1630200281042e-4,1785
3534,1.8043198110035e-4,2439
3535,3.2694014069007e-4,627
3536,2.1961252178438e-4,1738
3538,2.3112460665333e-4,1569
3539,1.5817102623716e-4,2799
3540,2.1630200281042e-4,1785
3541,2.1630200281042e-4,1785
3542,2.0021233034535e-4,2122
3543,1.8330181314499e-4,2399
3545,1.8373199881703e-4,2386
3546,2.0012654757833e-4,2124
3547,2.9875653739168e-4,827
3548,1.6669043261398e-4,2659
3549,3.4453090165001e-4,527
3550,2.4407082657115e-4,1399
3551,1.8570373653349e-4,2351
3552,7.007347021999619e-5,4239
3553,2.54313852516e-4,1243
3554,1.338788233489e-4,3201
3555,1.9105926152636e-4,2263
3556,2.9943386969692e-4,821
3557,1.3381913479802e-4,3202
3558,1.758616181827e-4,2505
3559,1.1960836457151e-4,3426
3560,2.1902329708224e-4,1751
3561,3.0561678836614e-4,779
3562,2.9314649754206e-4,865
3563,3.244784466537355e-5,4629
3564,5.963341824031664e-5,4380
3565,7.894531837396377e-5,4097
3566,1.8117597952104e-4,2429
3567,4.261598889887841e-5,4562
3568,2.4120486025569e-4,1443
3569,2.2677550024491e-4,1630
3570,2.1630200281042e-4,1785
3571,1.6862662465396e-4,2634
3572,2.5289412615928e-4,1264
3573,2.1890296447639e-4,1753
3574,1.7736559639452e-4,2478
3575,2.511753429097e-4,1287
3576,1.6257345423903e-4,2719
3577,9.652573031174116e-5,3816
3578,2.2738537496728e-4,1621
3579,2.3323468534978e-4,1543
3580,2.2296734732597e-4,1687
3581,2.4254113678387e-4,1423
3582,4.3983594655603325e-5,4544
3583,1.1037017444002e-4,3575
3584,7.267001898752509e-5,4204
3585,3.8160433622788e-4,392
3586,1.2613738759169e-4,3316
3587,1.5822163694639e-4,2798
3588,3.1732601692098e-4,695
3589,3.8469079199284e-4,385
3590,5.5385521934174136e-5,4429
3591,2.1959307946076e-4,1739
3592,1.3397616400243e-4,3199
3593,4.735965461638e-4,173
3594,6.6683242912475e-4,40
3595,1.0033642442938e-4,3757
3596,1.9473358490497e-4,2211
3597,2.0123135537359e-4,2106
3598,5.8046970396524e-4,76
3599,1.2499482167812e-4,3335
3600,1.1692453977802e-4,3467
3601,1.8528149945453e-4,2356
3602,1.5440616667574e-4,2863
3603,6.981222039822596e-5,4244
3604,1.7954231434265e-4,2450
3605,1.0379708173975e-4,3687
3606,1.5651118358808e-4,2827
3607,1.3071658654146e-4,3247
3608,7.997463421409849e-5,4085
3609,4.996583037237729e-5,4493
3610,7.76752744058342e-5,4115
3627,2.6981785827331e-4,1082
3628,7.774291231283666e-5,4112
3629,1.8251931392298e-4,2407
3630,4.3128866038545e-4,241
3631,9.051467404358708e-5,3908
3632,1.7254239482522e-4,2564
3633,2.2471708354959e-4,1660
3634,1.3272101553114e-4,3218
3635,5.4934896611913e-4,94
3636,9.68482556405334e-5,3806
3637,9.560761845554757e-5,3830
3638,2.257059786441e-4,1647
3639,1.4502508671999e-4,3012
3640,5.335609438428572e-5,4459
3641,3.2179307459256e-4,663
3642,1.6698569229642e-4,2657
3643,8.130975576228506e-5,4062
3644,8.029089734975351e-5,4077
3645,2.1640543596197e-4,1784
3646,3.6914673132103e-4,435
3647,1.5583264494883e-4,2838
3648,3.973739206643001e-5,4581
3649,2.0236152009732e-4,2085
3650,3.0998304464795e-4,754
3652,1.8653672537512e-4,2332
3653,1.6916960525116e-4,2624
3654,8.102157185711347e-5,4066
3655,5.2207127530762585e-5,4473
3656,1.6708571229064e-4,2656
3657,2.2747622799815e-4,1620
3658,9.503557538499044e-5,3841
3659,7.724547495004768e-5,4121
3660,3.1618004012211e-4,706
3661,4.9473177435729e-4,146
3662,9.237537070727612e-5,3877
3663,3.8505775626269e-4,381
3664,4.8726018043176e-4,156
3665,7.669860812727722e-5,4131
3666,9.848106592432986e-5,3779
3667,3.2939204714364e-4,613
3668,3.759256569987e-4,411
3669,1.1310016229564e-4,3530
3670,3.4245874470122e-4,545
3671,2.1553429257036e-4,1888
3677,8.806379075980762e-5,3950
3678,8.644351172126409e-5,3986
3679,1.730806044469e-4,2555
3680,4.0159926668697e-4,320
3681,3.799361608953259e-5,4593
3682,3.2537079654049e-4,637
3683,9.172213334166604e-5,3889
3684,5.5724769174094e-4,87
3685,1.956213835213e-4,2194
3686,1.4619236688036e-4,2994
3687,1.6218392717073e-4,2730
3688,1.2948223434991e-4,3261
3689,9.157683785116352e-5,3894
3690,5.7333353077894e-4,79
3691,1.4646635816458e-4,2989
3692,7.591084002108893e-5,4141
3693,4.5745290253887816e-5,4534
3694,8.9996152075313e-4,7
3695,1.8343755832511e-4,2393
3696,4.061426506638047e-5,4574
3697,1.1660859096501e-4,3477
3698,1.4166329404309e-4,3075
3699,2.4962346096489e-4,1308
3700,8.305208217684326e-5,4042
3701,1.6476402933227e-4,2684
3702,1.0894687602201e-4,3601
3703,1.5461740687842e-4,2858
3704,2.9232341958554e-4,876
3705,1.252273061451e-4,3329
3706,1.235982936731e-4,3356
3707,1.1621556643102e-4,3483
3708,1.3461627971401e-4,3192
3709,1.4710537532139e-4,2974
3710,9.82354285819852e-5,3785
3711,1.4954782794533e-4,2943
3712,2.0322655636956e-4,2071
3713,2.5237018731234e-4,1275
3714,1.0346724395214e-4,3699
3715,6.1417528112641e-4,60
3716,2.2117179088485e-4,1712
3717,2.5599860361599e-4,1223
3718,7.111926516441481e-5,4224
3719,2.2441310044125e-4,1664
3720,5.0719681618282e-4,132
3721,1.4751439162773e-4,2966
3722,1.0445559620715e-4,3678
3723,1.0811420223629e-4,3613
3724,8.021611412710938e-5,4079
3725,2.1127486147823e-4,1957
3726,1.33047767716e-4,3212
3727,2.3885078308613e-4,1467
3728,6.115887185582399e-5,4367
3729,1.7561641892278e-4,2509
3730,1.2777674966123e-4,3290
3731,1.7005445214444e-4,2605
3732,5.9444806714233e-4,65
3733,1.5187092183922e-4,2914
3734,1.5852727982711e-4,2793
3735,2.0677835861075e-4,2020
3736,1.3331117287205e-4,3207
3737,1.7215986520402e-4,2569
3738,2.3519367940437e-4,1511
3739,2.7496628448994e-4,1036
3740,9.631701129799115e-5,3821
3741,2.7932582829884e-4,987
3742,2.0017303486734e-4,2123
3743,1.5584059397528e-4,2837
3744,3.437591118859e-4,538
3745,1.5498608004861e-4,2854
3746,2.2208779286343e-4,1700
3747,1.9130188234589e-4,2259
3748,3.4489662110281e-4,525
3749,1.2759333763664e-4,3294
3750,2.0777114477912e-4,2004
3751,2.2046031484922e-4,1724
3752,2.9242915258407e-4,874
3753,2.3473166796466e-4,1519
3754,2.5478814653478e-4,1236
3755,4.1119135703279e-4,292
3756,5.878576659010042e-5,4391
3757,1.2539207296867e-4,3328
3758,2.3548363481065e-4,1505
3759,2.3746755245898e-4,1483
3760,2.0689056265908e-4,2018
3761,6.11173159348182e-5,4368
3762,3.6537358956095e-4,453
3763,2.5169499588894e-4,1279
3764,9.900775908916934e-5,3772
3765,1.7096750093191e-4,2591
3766,2.4881332091425e-4,1324
3767,5.8118643202305e-4,74
3768,1.3179272646614e-4,3231
3769,1.2159308726598e-4,3393
3770,1.5364039907586e-4,2874
3771,1.7162924646126e-4,2576
3772,1.6026752280252e-4,2762
3773,3.5848713611032e-4,477
3774,1.1757671422839e-4,3455
3800,1.2645470801593e-4,3311
3801,1.6868144233002e-4,2632
3802,3.3950764174259e-4,565
3803,1.835468036309e-4,2390
3805,4.0720521446869e-4,304
3806,2.4067021835923e-4,1448
3807,3.9210317770052e-4,362
3808,2.7351944671269e-4,1052
3809,1.4968710701392e-4,2939
3810,1.3119185849926e-4,3242
3811,1.8526208055675e-4,2358
3812,3.4680890599963e-4,517
3813,2.240219952193e-4,1670
3814,1.1873410680088e-4,3439
3815,2.8879729783615e-4,897
3816,1.0758256865684e-4,3623
3817,2.3298871144979e-4,1546
3818,1.4024985887741e-4,3098
3819,9.167496576915798e-5,3890
3820,1.7497573033623e-4,2514
3821,1.1105550221248e-4,3565
3822,1.5116325632676e-4,2923
3823,1.5387136459891e-4,2871
3824,3.3864312129159e-4,571
3825,2.0810717126008e-4,2000
3826,1.1553906892045e-4,3489
3827,5.5351563086828e-4,89
3828,1.6500616801666e-4,2681
3829,4.4395456876054e-4,221
3830,2.5096838059517e-4,1292
3831,1.616858894152e-4,2744
3832,9.175094532357954e-5,3887
3833,2.1466426565212e-4,1902
3834,1.6969943441321e-4,2612
3835,1.3647617807228e-4,3159
3836,6.691179179213144e-5,4279
3837,1.8178294161112e-4,2416
3838,2.1839899797767e-4,1764
3839,1.3989946217012e-4,3104
3840,2.1630200281042e-4,1785
3841,5.414752795042572e-5,4444
3842,3.2374529880722e-4,647
3843,7.933141105059816e-5,4091
3844,1.7122556151394e-4,2584
3845,2.6015372594406e-4,1173
3846,1.444001455018e-4,3024
3847,2.1630200281042e-4,1785
3848,4.8381066601196e-4,161
3849,1.8426604057447e-4,2379
3850,3.1722103366539e-4,698
3851,4.3991075208063e-4,224
3852,1.3391555101892e-4,3200
3853,1.2494554402945e-4,3336
3854,1.4749553360221e-4,2968
3855,2.1630200281042e-4,1785
3856,8.73431393217793e-5,3964
3857,1.2675371158693e-4,3309
3858,6.292986940288167e-5,4343
3859,1.4633526320451e-4,2991
3860,1.4990585350777e-4,2938
3861,1.7428663546887e-4,2525
3862,3.076246470169e-4,768
3863,1.093324793404e-4,3591
3864,1.8332335522544e-4,2398
3865,2.4461977293182e-4,1385
3866,2.1759083241913e-4,1775
3867,1.0261058380951e-4,3713
3868,3.0619379526224e-4,776
3869,2.5923641039754e-4,1181
3870,3.9467344415876e-4,349
3871,1.8141704687822e-4,2422
3872,1.0088854739988e-4,3737
3873,2.7502192814725e-4,1035
3874,3.9988640313379e-4,329
3875,2.1187994428784e-4,1951
3876,2.3157552521512e-4,1560
3877,3.2170927877775e-4,664
3878,1.7935201943149e-4,2452
3879,1.3829101120753e-4,3128
3880,2.7397453665482e-4,1046
3881,1.6769457808704e-4,2644
3882,3.2069581961159e-4,674
3883,2.4570165136893e-4,1366
3884,2.2914656592305e-4,1599
3885,9.194162655305566e-5,3884
3886,2.8380193696916e-4,946
3887,2.6670038911418e-4,1110
3888,3.3194832495361e-4,596
3889,2.7990028446154e-4,978
3890,1.6637714847324e-4,2666
3891,1.5596516788745e-4,2836
3892,2.1660506627324e-4,1781
3893,1.2025311358271e-4,3414
3894,1.90814966593e-4,2270
3895,1.5751057552256e-4,2811
3896,2.4059201082004e-4,1449
3897,1.0750789488928e-4,3624
3898,2.5905297234351e-4,1182
3899,3.7934804392504e-4,397
3900,7.516814515246098e-5,4152
3901,1.6050618784114e-4,2759
3902,2.7653707402023e-4,1016
3903,1.5726426993356e-4,2817
3904,1.6429842375452e-4,2691
3905,2.9205457891081e-4,880
3906,1.1123230332162e-4,3560
3907,2.0973639761119e-4,1980
3908,2.6584796652064e-4,1117
3909,1.6326173669367e-4,2712
3910,1.2746051884724e-4,3298
3911,2.853853454782e-4,924
3912,1.1069661623274e-4,3571
3913,3.251722789638e-4,639
3914,2.1338566913496e-4,1924
3915,2.5631992475452e-4,1218
3916,7.169809506493924e-5,4218
3917,3.8767461419462e-4,374
3918,4.6057301387483e-4,195
3919,5.8536421838319216e-5,4393
3920,7.478399061792412e-5,4159
3921,3.939040258939955e-5,4583
3922,2.3396386545349e-4,1528
3923,2.4627558056194e-4,1353
3924,2.3416928234926e-4,1527
3925,2.3898744385624e-4,1465
3926,1.9165659703459e-4,2254
3927,2.4597242976855e-4,1362
3928,3.9782662828065e-4,338
3929,1.6542368962615e-4,2675
3930,1.9075346352465e-4,2271
3931,4.1025463889758e-4,294
3932,9.143839934320736e-5,3897
3933,2.0618268695304e-4,2032
3934,1.0357396811251e-4,3692
3935,1.9519592633365e-4,2203
3936,2.4619327295287e-4,1355
3937,2.5454201475367e-4,1239
3938,5.266022329841507e-5,4469
3939,2.6901799887479e-4,1089
3940,8.992395350692133e-5,3918
3941,1.5968662782569e-4,2771
3942,2.6274770614289e-4,1156
3943,2.533003672277e-4,1258
3944,3.3099038507153e-4,604
3945,4.882014557146817e-5,4509
3946,2.334420826691e-4,1540
3947,3.965755221608e-4,344
3948,1.5323106039759e-4,2883
3949,9.37589614846684e-5,3864
3950,1.0720177711439e-4,3628
3951,2.2692699407466e-4,1628
3952,4.9725766889743e-4,143
3953,9.038392599908568e-5,3912
3954,1.5183413868529e-4,2915
3955,1.7407408292087e-4,2532
3956,1.9332456049693e-4,2230
3957,4.0326302510264e-4,315
3958,2.315061584182e-4,1561
3959,2.9309868329476e-4,867
3960,2.5317481649588e-4,1260
3961,5.5332129388154e-4,90
3962,2.2090077843524e-4,1717
3963,9.684252106360488e-5,3807
3964,5.261941893627e-4,116
3965,3.1103846266741e-4,745
3966,2.5140248293722e-4,1282
3967,1.0613948325371e-4,3650
3968,9.506894456578254e-5,3839
3969,1.0466246675323e-4,3670
3970,1.0319980440142e-4,3705
3971,8.513613243343659e-5,4014
3972,7.875644133079049e-5,4102
3973,1.077339977229e-4,3621
3974,4.88551552161e-4,154
3975,1.7733152996929e-4,2479
3976,9.527793149365898e-5,3835
3977,4.6682991517921e-4,181
3978,6.626813671877574e-5,4287
3979,2.0506970083538e-4,2047
3980,1.0032993704886e-4,3758
3981,1.1427140072688e-4,3512
3982,1.1441498485616e-4,3508
3983,1.4190163419465e-4,3072
3984,1.1273007419458e-4,3537
3985,1.4050043574066e-4,3095
3986,2.0374802019255e-4,2058
3987,2.7210458911972e-4,1063
3988,1.8967682214475e-4,2282
3989,4.89454964265962e-5,4506
3990,2.9316457228487e-4,863
3991,1.9739241706214e-4,2164
3992,1.6515465773403e-4,2679
3993,7.672294861494261e-5,4130
3994,1.1675818891389e-4,3472
3995,6.458625907037585e-5,4317
3996,3.552696811107482e-5,4611
3997,3.2905413150684e-4,615
3998,2.3283905238055e-4,1549
3999,1.1440076445711e-4,3509
4000,2.693519724186e-4,1087
4001,1.5060093423687e-4,2930
4002,2.2145702688169e-4,1708
4003,2.80742137711e-4,966
4004,2.7624470188651e-4,1021
4005,1.7920491129734e-4,2456
4006,1.3994454715096e-4,3103
4007,2.2208297028049e-4,1701
4008,1.1814450139282e-4,3446
4009,1.4562579956966e-4,3004
4010,1.2404648874825e-4,3350
4011,2.0740549889188e-4,2011
4012,6.301203034975378e-5,4341
4013,5.986719067657234e-5,4378
4014,8.759126161556302e-5,3959
4015,1.8308920960593e-4,2401
4016,5.3929358368230875e-5,4448
4017,7.788507346029612e-5,4111
4018,1.2936296795062e-4,3265
4019,7.6992399399721e-4,16
4020,6.458364746187868e-5,4318
4021,1.0383442256867e-4,3685
4022,2.7710123189247e-4,1006
4023,6.760178124666868e-5,4267
4024,8.840925012262315e-5,3944
4025,2.6742334992967e-4,1101
4026,1.366666419524e-4,3154
4027,5.7961892118186e-4,77
4028,6.7759739186436e-4,33
4029,5.1632790502618e-4,124
4030,4.755174679925192e-5,4519
4031,3.8980682257514e-4,371
4032,2.3062472135733e-4,1577
4033,1.2365515165687e-4,3354
4034,1.3924493607282e-4,3114
4035,1.8415569591793e-4,2381
4036,1.4139549825144e-4,3086
4037,2.7467712866824e-4,1039
4038,1.598237457571e-4,2768
4039,9.696869879625689e-5,3801
4040,6.2747353708521e-4,52
4041,1.8705738310353e-4,2322
4042,2.7394603697917e-4,1048
4043,1.2845313629104e-4,3283
4044,1.5450132761913e-4,2861
4045,2.6487657449797e-4,1125
4046,2.0043111500284e-4,2118
4047,3.7933280299391e-4,398
4048,2.1573839996899e-4,1883
4049,6.745331588789423e-5,4270
4050,2.8795145805626e-4,905
4051,2.017496134361e-4,2094
4052,6.0528360411829e-4,63
4053,4.1885748446475e-4,262
4054,3.244784466537355e-5,4629
4055,2.637089220265e-4,1139
4056,2.3129540621735e-4,1564
4057,1.1326722900691e-4,3527
4058,2.5807138455405e-4,1199
4059,2.5497100380842e-4,1233
4060,1.9375483134906e-4,2221
4061,2.0165454362648e-4,2097
4062,1.8938843527123e-4,2289
4063,5.3231536526035e-4,110
4064,1.094907969628e-4,3589
4065,2.8349088906e-4,949
4066,4.5580247697093e-4,205
4067,2.9066788223452e-4,886
4068,6.317481460951216e-5,4338
4069,2.0664392575078e-4,2022
4070,1.4704614648205e-4,2977
4071,1.7725175168056e-4,2482
4072,4.7816271671384286e-5,4517
4073,7.882297236022222e-5,4099
4074,1.5640623005376e-4,2828
4075,1.7722712969e-4,2484
4076,1.1496346651776e-4,3496
4077,1.1533967220727e-4,3491
4078,2.8555316921132e-4,921
4079,3.8744883823873e-4,375
4080,6.46814437055847e-5,4314
4081,2.5735202897898e-4,1207
4082,2.151107720654e-4,1895
4083,8.36811225365719e-5,4032
4084,3.244784466537355e-5,4629
4085,2.4812835430221e-4,1331
4086,1.3529180815442e-4,3180
4087,3.739778694438e-4,415
4088,2.4007708716809e-4,1456
4089,1.6885794335041e-4,2628
4090,6.756711493112087e-5,4268
4091,2.0887759169675e-4,1991
4092,2.1086114334325e-4,1965
4093,1.7588238117049e-4,2503
4094,2.7844280638456e-4,994
4095,1.8326710706385e-4,2400
4096,1.0029127656652e-4,3760
4097,9.433211664796236e-5,3850
4098,2.3749435701768e-4,1482
4099,2.7534667641604e-4,1031
4100,1.3647929123447e-4,3158
4101,1.6990401236006e-4,2609
4102,2.1387589757933e-4,1914
4103,1.0443518003064e-4,3679
4104,2.6340291130063e-4,1145
4105,9.950052487240816e-5,3767
4106,2.330092500386e-4,1545
4107,2.228486654445e-4,1688
4108,3.3422229952421e-4,587
4109,9.85785352692265e-5,3777
4110,2.441759986012e-4,1397
4111,1.9188176218643e-4,2251
4112,1.2851864172948e-4,3281
4113,8.759291013301095e-5,3958
4114,1.9655022090726e-4,2180
4115,9.741747234620207e-5,3793
4116,1.413268611334e-4,3089
4117,1.8591554612331e-4,2347
4118,0.00012008974725776999,3418
4119,2.5980979404657e-4,1177
4120,1.7295254050132e-4,2557
4121,2.7642087811928e-4,1019
4122,2.9062564419044e-4,888
4123,2.2945652305984e-4,1596
4124,1.5066759479556e-4,2929
4125,1.2233215961073e-4,3381
4126,2.548187107078e-4,1235
4127,9.763481049602768e-5,3790
4128,2.782772557986e-4,996
4129,2.7078334553779e-4,1071
4130,1.6101670656914e-4,2751
4131,1.296553811017e-4,3258
4132,2.4378627526162e-4,1406
4133,1.7570229046812e-4,2507
4134,5.920945113505577e-5,4386
4135,3.5345866041793e-4,489
4136,4.3793677008018e-4,227
4137,8.890770614799032e-5,3933
4138,1.2308539670417e-4,3368
4139,3.1957253245683e-4,682
4140,4.1420055317642e-4,272
4141,1.6860194297256e-4,2635
4142,2.2681371005562e-4,1629
4143,7.272865378833777e-5,4202
4144,2.1069005871934e-4,1969
4145,3.8613803600695e-4,379
4146,4.2488671380708e-4,252
4147,1.7133742819796e-4,2583
4148,1.3770695168151e-4,3139
4149,5.3351950646805e-4,107
4150,2.0351714006331e-4,2064
4151,1.1874280115162e-4,3438
4152,9.686058836412804e-5,3805
4153,1.8478406013383e-4,2368
4154,2.3770963077373e-4,1480
4155,1.6418614833507e-4,2695
4156,3.6284380104243e-4,462
4157,2.8284241258378e-4,953
4158,7.447955398256048e-5,4170
4159,1.7522953148694e-4,2511
4160,1.2925644542611e-4,3269
4161,1.3109958411186e-4,3243
4162,3.3185302970863e-4,598
4163,1.8007647243755e-4,2445
4164,7.5234652047545e-5,4151
4165,2.8415154083665e-4,940
4166,3.6761169929347e-4,443
4167,1.8997527304923e-4,2279
4168,2.2199594430715e-4,1704
4169,4.9856069117926496e-5,4496
4170,1.7762982753971e-4,2474
4171,1.3942837706187e-4,3111
4172,2.1177182202556e-4,1952
4173,5.12973610261924e-5,4483
4174,1.0507368546724e-4,3666
4175,2.9751857650497e-4,840
4176,7.275566046142245e-5,4200
4177,1.1290519964075e-4,3535
4178,4.5379624192249e-4,211
4179,5.4766860763561824e-5,4435
4180,2.3430638499545e-4,1524
4181,2.1432627907864e-4,1905
4182,1.4433031968793e-4,3025
4193,1.8000919148333e-4,2446
4194,1.718114757385e-4,2573
4195,1.3407040968635e-4,3197
4196,2.2429715839225e-4,1666
4197,1.3846551272434e-4,3124
4198,2.1220051606026e-4,1941
4199,2.9426290900045e-4,860
4200,1.5474934078764e-4,2856
4201,9.089077982404372e-5,3905
4202,1.4327183282016e-4,3044
4203,1.5907809338331e-4,2782
4204,2.1990359710297e-4,1733
4205,2.8031798493212e-4,971
4206,2.6001076276713e-4,1174
4207,2.457907733127e-4,1365
4208,1.0378022136126e-4,3688
4209,7.892853465861651e-5,4098
4210,1.58244802413e-4,2797
4211,4.0057271024829e-4,322
4212,2.5407218175243e-4,1245
4213,2.0944222322027e-4,1982
4214,2.2156306562646e-4,1707
4215,2.5688203570856e-4,1212
4216,1.4743457406453e-4,2970
4217,2.7569283160582e-4,1027
4218,2.0110556255341e-4,2107
4219,3.0126546798746e-4,808
4220,2.2255924325259e-4,1694
4221,2.1501384028685e-4,1896
4222,1.1252339960226e-4,3540
4223,2.037669128162e-4,2057
4224,1.5725664592467e-4,2818
4225,2.8941048840544e-4,894
4226,2.4375276704746e-4,1408
4227,1.8333411910023e-4,2397
4228,2.6129595278823e-4,1165
4229,1.4137796609008e-4,3087
4230,1.2925872442139e-4,3268
4231,1.6195850597943e-4,2735
4232,2.5380357907295e-4,1249
4233,3.2153838964495e-4,666
4234,3.5737451278452e-4,478
4235,2.3636430412154e-4,1496
4236,1.1180893867431e-4,3550
4237,2.2346875115081e-4,1682
4238,8.487339631157127e-5,4017
4239,2.8061999589076e-4,967
4240,3.2293105570487e-4,656
4241,3.9006787942292e-4,369
4242,4.3717888945253e-4,230
4243,3.0162335386481e-4,801
4244,9.74057190438132e-5,3794
4245,1.2764857476803e-4,3293
4246,1.3251079060373e-4,3222
4247,2.6295423580463e-4,1153
4248,4.2112014810721e-4,258
4249,1.7594897330586e-4,2501
4250,8.863833790020933e-5,3938
4251,9.426819338571198e-5,3853
4252,1.919796509582e-4,2250
4253,8.996710711859848e-5,3917
